employee_id,nom,prenom,genre,date_naissance,email,departement,ville,contrat,date_embauche,anciennete_annees,salaire_mensuel_brut,manager_id,temps_partiel,taux_activite
1512,Moreau,Inès,M,1975-05-10,inès.moreau@datascope.fr,Finance,Bordeaux,CDD,2023-06-24,1.5,2177.0,1801,Non,100
1113,Petit,Sophie,F,1977-10-15,sophie.petit@datascope.fr,Logistique,Bordeaux,CDD,2015-04-23,9.7,2129.0,1092,Non,100
2854,Bernard,Nicolas,F,1980-08-21,nicolas.bernard@datascope.fr,Logistique,Lille,CDD,2020-09-18,4.3,2184.0,1948,Non,100
2498,Bertrand,Alice,M,1981-10-14,alice.bertrand@datascope.fr,Commercial,Nantes,Alternance,2021-11-19,3.1,1095.0,,Non,100
2612,Bernard,Pierre,F,1969-12-19,pierre.bernard@datascope.fr,Marketing,Marseille,Stage,2017-02-15,7.9,900,1948,Non,100
2710,Dubois,Antoine,M,1973-12-21,antoine.dubois@datascope.fr,RH,Grenoble,CDI,2019-03-19,5.8,3113.0,2967,Oui,100
3259,Durand,Alice,F,1981-02-27,alice.durand@datascope.fr,Logistique,Lille,CDD,2024-09-10,0.3,2789.0,1194,Non,100
3197,Lefebvre,Sarah,M,1979-08-21,sarah.lefebvre@datascope.fr,Direction,Strasbourg,CDI,2024-07-18,0.5,3322.0,1401,Non,100
3142,Bernard,Nicolas,M,2010-11-18,nicolas.bernard@datascope.fr,Management,Paris,CDD,2020-08-13,4.4,0,3118,Non,50
2106,Leroy,Inès,M,1966-12-27,inès.leroy@datascope.fr,Juridique,Paris,CDI,2016-09-28,8.3,2934.0,3284,Non,100
2718,Fournier,Théo,F,1991-12-03,théo.fournier@datascope.fr,Logistique,Lyon,CDI,2023-06-24,1.5,2239.0,1196,Non,100
2167,Thomas,Thomas,M,1968-01-19,thomas.thomas@datascope.fr,Juridique,Nice,CDI,2015-02-18,9.9,2225.0,,Oui,100
2416,Fournier,Emma,M,1974-04-12,emma.fournier@datascope.fr,Finance,Lyon,CDD,2021-03-11,3.8,2933.0,2421,Non,100
3264,Simon,Paul,F,1984-08-25,paul.simon@datascope.fr,R&D,Strasbourg,CDD,2016-11-30,8.1,1261.0,2630,Non,50
1647,Martin,Julie,M,1966-11-14,julie.martin@datascope.fr,Finance,Nantes,CDI,2023-01-25,1.9,3265.0,2421,Non,100
3055,Petit,Chloé,F,1991-05-30,chloé.petit@datascope.fr,Logistique,Bordeaux,CDI,2021-11-10,3.1,2222.0,2421,Oui,100
2883,Roux,Louis,F,1985-06-24,louis.roux@datascope.fr,Marketing,Grenoble,Interim,2018-09-30,6.3,2249.0,2597,Non,100
3366,Roux,Lucas,F,1969-11-28,lucas.roux@datascope.fr,Marketing,Nantes,CDI,2020-11-03,4.2,2577.0,,Oui,80
3265,Garcia,Inès,M,1970-06-18,inès.garcia@datascope.fr,Direction,Grenoble,Alternance,2022-08-17,2.4,1057.0,1569,Non,100
1179,Thomas,Camille,M,2010-03-04,camille.thomasdatascope.fr,Finance,Grenoble,Alternance,2017-05-17,7.6,0,1401,Non,100
2869,Leroy,Sophie,M,2000-10-17,sophie.leroy@datascope.fr,Informatique,Grenoble,Stage,2022-05-05,2.7,900,1801,Non,100
1073,Thomas,Thomas,F,1974-06-16,thomas.thomas@datascope.fr,Juridique,Bordeaux,CDI,2022-07-08,2.5,2467.0,1401,Oui,100
3036,Durand,Pierre,M,1981-08-13,pierre.durand@datascope.fr,Opérations,Grenoble,Interim,2016-04-29,8.7,2349.0,1413,Oui,50
2144,Michel,Louis,M,1991-09-08,louis.michel@datascope.fr,Opérations,Lille,CDI,2016-10-28,8.2,3148.0,1100,Oui,100
2470,Dubois,Chloé,F,1994-07-07,chloé.dubois@datascope.fr,Commercial,Marseille,CDI,2019-11-24,5.1,2188.0,3284,Oui,100
3044,Richard,Julie,M,1987-12-28,julie.richard@datascope.fr,Direction,Bordeaux,CDI,2022-07-15,2.5,2657.0,,Non,100
1074,David,Lucas,M,1991-05-23,lucas.david@datascope.fr,Commercial,Lyon,CDI,2015-01-17,10.0,2085.0,1561,Oui,50
1436,Thomas,Pierre,F,1970-10-02,pierre.thomas@datascope.fr,Logistique,Lyon,CDI,2015-01-11,10.0,3163.0,1948,Non,100
2127,Richard,Hugo,F,1975-09-01,hugo.richard@datascope.fr,R&D,Toulouse,CDI,2022-10-09,2.2,2499.0,1201,Oui,100
2007,Dubois,Emma,F,1985-05-02,emma.dubois@datascope.fr,Marketing,Grenoble,Alternance,2020-06-19,4.5,1223.0,,Oui,80
1322,Thomas,Léa,M,1978-09-16,léa.thomas@datascope.fr,Finance,Nice,CDI,2015-02-18,9.9,3450.0,,Oui,80
1785,Durand,Thomas,F,1988-06-17,thomas.durand@datascope.fr,RH,Lille,Stage,2016-05-12,8.6,900,2525,Non,50
1568,Michel,Pierre,F,1967-07-26,pierre.michel@datascope.fr,RH,Toulouse,CDI,2016-11-10,8.1,2203.0,,Non,100
2812,Roux,Léa,M,1988-02-26,léa.roux@datascope.fr,Informatique,Nantes,Alternance,2021-06-20,3.5,1393.0,3004,Oui,100
1810,Roux,Romain,M,1993-02-03,romain.roux@datascope.fr,Direction,Bordeaux,Stage,2022-02-11,2.9,900,1196,Non,100
1973,David,Hugo,M,1973-09-17,hugo.david@datascope.fr,Commercial,Toulouse,Interim,2017-01-28,7.9,1744.0,2607,Non,50
2175,Thomas,Hugo,M,1970-10-28,hugo.thomas@datascope.fr,R&D,Lille,CDI,2024-01-13,1.0,3268.0,1801,Non,100
2300,Fournier,Chloé,F,1980-06-27,chloé.fournier@datascope.fr,R&D,Nantes,CDI,2016-02-02,8.9,3330.0,2067,Non,50
2903,Thomas,Lucas,M,1970-03-02,lucas.thomas@datascope.fr,Opérations,Lille,CDD,2021-10-17,3.2,2520.0,2461,Non,100
2990,Lefebvre,Marie,M,2000-02-24,marie.lefebvre@datascope.fr,Juridique,Marseille,CDI,2022-05-06,2.7,1409.0,,Non,100
3002,Robert,Inès,M,1981-01-07,inès.robert@datascope.fr,Commercial,Bordeaux,Alternance,2023-02-21,1.9,1005.0,3142,Non,100
1637,Leroy,Inès,NB,1966-02-10,inès.leroy@datascope.fr,Marketing,Lille,CDI,2023-07-03,1.5,2829.0,1127,Oui,100
1778,Michel,Camille,NB,1993-04-05,camille.michel@datascope.fr,Marketing,Lille,CDD,2016-10-17,8.2,3093.0,2630,Non,100
1028,Vincent,Antoine,M,2000-04-17,antoine.vincent@datascope.fr,Juridique,Grenoble,CDI,2017-04-22,7.7,2693.0,,Non,50
2830,Roux,Lucas,F,1965-04-02,lucas.roux@datascope.fr,Direction,Grenoble,CDI,2018-07-01,6.5,2660.0,2967,Non,80
2818,Bertrand,Hugo,M,1968-10-01,hugo.bertrand@datascope.fr,Juridique,Bordeaux,CDI,2018-06-23,6.5,,1880,Non,100
2340,Richard,Inès,F,1989-07-25,inès.richard@datascope.fr,R&D,Strasbourg,CDI,2017-01-09,8.0,3521.0,1100,Oui,100
3240,Michel,Inès,M,1980-08-29,inès.michel@datascope.fr,Commercial,Lyon,CDD,2017-03-01,7.8,2972.0,,Non,80
2579,Vincent,Julie,F,1969-05-14,julie.vincent@datascope.fr,Finance,Lyon,CDD,2016-06-20,8.5,900,1194,Non,80
1857,Petit,Pierre,M,1977-05-27,pierre.petit@datascope.fr,RH,Marseille,CDI,2022-03-08,2.8,2544.0,2525,Non,50
2166,Fournier,Julie,M,2000-10-11,julie.fournier@datascope.fr,Juridique,Nantes,CDI,2015-05-22,9.6,2602.0,,Non,100
2450,Thomas,Chloé,F,1982-11-10,chloé.thomas@datascope.fr,Logistique,Bordeaux,CDI,2023-04-02,1.7,3650.0,1401,Non,100
1001,Robert,Inès,M,1978-04-27,inès.robert@datascope.fr,Juridique,Strasbourg,CDI,2020-07-19,4.5,2288.0,,Oui,100
2727,Martin,Chloé,M,1971-05-08,chloé.martin@datascope.fr,Marketing,Bordeaux,CDD,2023-07-07,1.5,1428.0,1100,Non,100
1905,Martin,Camille,M,1968-03-09,camille.martin@datascope.fr,RH,Paris,CDI,2019-03-14,5.8,4139.0,1092,Non,80
1286,Leroy,Paul,F,1990-02-22,paul.leroy@datascope.fr,Logistique,Paris,CDD,2019-12-14,5.0,3306.0,2245,Non,100
2561,Martin,Nicolas,M,1983-05-13,nicolas.martin@datascope.fr,Finance,Grenoble,CDI,2020-02-23,4.9,3605.0,,Non,100
3128,Durand,Sarah,M,1987-07-05,sarah.durand@datascope.fr,RH,Paris,CDI,2020-10-01,4.2,2530.0,,Non,100
2881,Dubois,Léa,F,1989-06-21,léa.dubois@datascope.fr,RH,Lille,CDI,2023-12-10,1.1,2691.0,2515,Non,100
2637,David,Paul,NB,1999-02-26,paul.david@datascope.fr,Direction,Nantes,CDD,2017-12-24,7.0,2526.0,3334,Non,100
2700,Richard,Camille,M,1971-10-23,camille.richard@datascope.fr,Direction,Paris,CDI,2016-04-18,8.7,1791.0,1401,Oui,80
2921,Bertrand,Sophie,M,1992-10-02,sophie.bertrand@datascope.fr,RH,Bordeaux,CDD,2021-01-28,3.9,2225.0,1179,Non,100
2391,Bertrand,Lucas,M,1966-08-22,lucas.bertrand@datascope.fr,Commercial,Toulouse,CDD,2019-08-18,5.4,2197.0,1201,Non,100
3323,Richard,Emma,M,1992-09-27,emma.richard@datascope.fr,Informatique,Lyon,CDI,2015-07-07,9.5,2847.0,1641,Oui,50
1530,Dubois,Antoine,F,1973-06-27,antoine.dubois@datascope.fr,Logistique,Paris,CDD,2017-11-28,7.1,2198.0,2421,Non,100
2957,Richard,Louis,M,1996-03-27,louis.richard@datascope.fr,Logistique,Grenoble,CDI,2019-02-24,5.9,3812.0,1307,Non,100
2808,Garcia,Sophie,M,1984-02-18,sophie.garcia@datascope.fr,Commercial,Strasbourg,CDI,2019-05-25,5.6,3207.0,3334,Non,100
2371,Durand,Inès,M,1985-02-15,inès.durand@datascope.fr,Juridique,Marseille,CDD,2016-11-21,8.1,2471.0,,Non,50
2478,Lefebvre,Alice,M,1981-08-26,alice.lefebvre@datascope.fr,Direction,Toulouse,CDI,2021-06-16,3.5,3964.0,1875,Non,100
1680,Richard,Louis,NB,1998-10-17,louis.richard@datascope.fr,Direction,Lyon,CDD,2020-01-27,4.9,2683.0,2122,Non,100
1737,Vincent,Louis,M,1993-06-02,louis.vincent@datascope.fr,Direction,Paris,CDI,2017-08-15,7.4,2916.0,1957,Non,100
1172,Moreau,Emma,M,1978-04-04,emma.moreau@datascope.fr,RH,Paris,CDI,2016-10-04,8.2,1736.0,2421,Non,100
2947,Michel,Julie,M,1977-06-25,julie.michel@datascope.fr,Direction,Lille,CDI,2018-08-20,6.4,2808.0,2597,Non,80
2635,Durand,Pierre,M,1977-12-02,pierre.durand@datascope.fr,Direction,Nice,CDD,2016-12-20,8.0,2958.0,,Non,100
1903,Durand,Julie,F,1980-02-02,julie.durand@datascope.fr,Logistique,Paris,CDI,2018-03-22,6.8,1606.0,,Non,100
2145,Garcia,Louis,M,1981-10-30,louis.garcia@datascope.fr,Finance,Nantes,CDI,2015-12-04,9.1,2966.0,1195,Oui,80
1732,Laurent,Camille,F,1986-06-29,camille.laurent@datascope.fr,Logistique,Paris,Stage,2018-05-23,6.6,900,1790,Non,100
2666,Laurent,Paul,F,1995-06-26,paul.laurent@datascope.fr,RH,Bordeaux,CDD,2017-01-09,8.0,3254.0,1845,Non,100
2429,Roux,Emma,F,1983-12-03,emma.roux@datascope.fr,Commercial,Nice,CDI,2024-05-29,0.6,2508.0,1179,Non,100
1054,Moreau,Lucas,F,1992-04-10,lucas.moreau@datascope.fr,Logistique,Strasbourg,Alternance,2015-02-20,9.9,900,1195,Non,80
1500,Thomas,Chloé,M,1987-11-18,chloé.thomas@datascope.fr,Direction,Nantes,Alternance,2021-02-17,3.9,1099.0,2597,Oui,80
3267,Fournier,Alice,F,1987-05-25,alice.fournier@datascope.fr,Informatique,Strasbourg,CDD,2018-12-28,6.0,2947.0,1880,Non,50
2291,Garcia,Lucas,F,1989-06-06,lucas.garcia@datascope.fr,Commercial,Grenoble,CDI,2023-01-24,1.9,2336.0,1335,Oui,100
2110,Vincent,Sarah,F,1985-05-19,sarah.vincent@datascope.fr,Direction,Nice,Alternance,2021-03-19,3.8,1111.0,1196,Oui,100
2730,Bernard,Camille,M,1995-11-09,camille.bernard@datascope.fr,R&D,Paris,CDI,2017-11-29,7.1,2757.0,3334,Non,80
1497,Leroy,Chloé,M,1986-06-17,chloé.leroy@datascope.fr,Direction,Marseille,Alternance,2024-10-17,0.2,928.0,1247,Non,100
1869,Laurent,Inès,F,1977-02-04,inès.laurent@datascope.fr,RH,Lyon,CDI,2015-09-03,9.3,3286.0,3334,Non,80
2162,Richard,Marie,F,1995-05-24,marie.richard@datascope.fr,R&D,Marseille,Stage,2021-12-15,3.0,900,1790,Non,100
1521,Fournier,Théo,F,1977-11-07,théo.fournier@datascope.fr,Finance,Nantes,CDI,2017-09-23,7.3,2477.0,3378,Non,100
1264,Bernard,Romain,F,1978-10-29,romain.bernard@datascope.fr,Informatique,Lyon,CDI,2015-03-28,9.8,2841.0,1100,Non,100
1071,Durand,Sarah,F,1966-04-28,sarah.durand@datascope.fr,Logistique,Marseille,Alternance,2021-03-23,3.8,1148.0,1335,Non,100
3069,Leroy,Julie,F,1998-02-22,julie.leroy@datascope.fr,Direction,Marseille,CDD,2018-11-08,6.1,3111.0,,Non,50
2179,Fournier,Camille,M,1976-04-13,camille.fournier@datascope.fr,Logistique,Nice,CDI,2021-10-26,3.2,2921.0,1569,Non,100
1853,Bernard,Marie,M,1991-05-12,marie.bernard@datascope.fr,R&D,Toulouse,Stage,2015-11-01,9.2,900,1561,Non,100
2270,Petit,Pierre,M,1997-06-28,pierre.petit@datascope.fr,Finance,Marseille,CDD,2017-10-07,7.2,2574.0,1845,Non,100
1551,Leroy,Léa,F,1967-10-01,léa.leroy@datascope.fr,Commercial,Bordeaux,CDI,2018-02-28,6.8,2146.0,,Oui,80
2698,Garcia,Sarah,M,1987-09-30,sarah.garcia@datascope.fr,Finance,Nice,CDD,2018-10-05,6.2,1950.0,3118,Non,100
2984,Garcia,Théo,M,1982-02-10,théo.garcia@datascope.fr,Juridique,Lyon,CDI,2019-02-22,5.9,2686.0,2835,Non,100
2669,Robert,Sophie,F,1972-03-06,sophie.robert@datascope.fr,Opérations,Lyon,CDI,2019-01-09,6.0,3253.0,1335,Non,50
3261,Robert,Louis,M,1988-07-21,louis.robert@datascope.fr,Finance,Marseille,CDI,2021-01-10,4.0,3253.0,,Oui,100
2041,Moreau,Sarah,M,1974-06-17,sarah.moreau@datascope.fr,Juridique,Lyon,CDD,2020-11-18,4.1,2604.0,,Non,50
2682,Michel,Louis,F,1968-06-24,louis.michel@datascope.fr,Direction,Paris,CDI,2018-01-11,7.0,3040.0,3378,Non,100
1822,Thomas,Léa,M,1999-01-08,léa.thomas@datascope.fr,Finance,Lyon,CDI,2020-01-31,4.9,2644.0,1875,Non,100
1962,Bernard,Chloé,M,1995-12-15,chloé.bernard@datascope.fr,Logistique,Bordeaux,CDD,2021-06-29,3.5,2756.0,1179,Non,100
2825,David,Marie,NB,1975-07-30,marie.david@datascope.fr,Juridique,Nice,CDI,2018-08-11,6.4,3614.0,1948,Non,100
3360,Moreau,Paul,F,1978-01-15,paul.moreau@datascope.fr,Juridique,Marseille,CDD,2020-04-01,4.8,1192.0,1092,Non,100
1433,Fournier,Alice,M,1989-03-04,alice.fournier@datascope.fr,Juridique,Strasbourg,CDI,2023-03-31,1.8,2199.0,1307,Non,50
1520,Leroy,Marie,F,1976-08-01,marie.leroy@datascope.fr,Logistique,Lyon,CDI,2017-06-12,7.6,1959.0,2630,Non,80
1297,Lefebvre,Sophie,F,1999-05-23,sophie.lefebvre@datascope.fr,R&D,Toulouse,CDD,2022-01-01,3.0,1770.0,1818,Non,50
2884,Thomas,Julie,M,1987-09-17,julie.thomas@datascope.fr,R&D,Nice,CDI,2016-03-12,8.8,2028.0,2421,Non,100
2706,Bertrand,Sarah,F,1996-02-19,sarah.bertrand@datascope.fr,R&D,Nice,CDI,2015-05-04,9.7,2989.0,1307,Non,100
2048,Thomas,Romain,M,1993-02-17,romain.thomas@datascope.fr,Juridique,Lille,CDI,2020-06-17,4.5,2620.0,,Non,100
2357,Petit,Thomas,M,1975-07-23,thomas.petit@datascope.fr,Opérations,Nantes,CDI,2023-02-02,1.9,1933.0,1005,Non,100
2290,Moreau,Hugo,M,1966-04-26,hugo.moreau@datascope.fr,Informatique,Toulouse,Interim,2015-01-19,9.9,1973.0,,Oui,80
2211,Laurent,Léa,F,2014-09-10,léa.laurent@datascope.fr,R&D,Nice,CDI,2021-02-04,3.9,0,3378,Non,100
2099,Robert,Pierre,F,1971-03-13,pierre.robert@datascope.fr,Commercial,Lyon,CDD,2016-11-19,8.1,2336.0,1201,Non,100
3027,Durand,Sophie,M,1988-09-21,sophie.durand@datascope.fr,Logistique,Strasbourg,CDD,2023-06-20,1.5,3090.0,2515,Non,50
1968,Moreau,Camille,M,1984-10-29,camille.moreau@datascope.fr,Direction,Nice,Interim,2016-12-13,8.0,2155.0,3142,Non,50
1526,Richard,Sarah,M,1996-12-08,sarah.richard@datascope.fr,Marketing,Nice,CDI,2023-05-28,1.6,2672.0,1201,Non,50
3201,Lefebvre,Sarah,M,1967-02-10,sarah.lefebvre@datascope.fr,Juridique,Bordeaux,CDI,2019-07-26,5.4,2817.0,,Non,100
1727,Richard,Thomas,M,1973-03-27,thomas.richard@datascope.fr,Commercial,Marseille,Stage,2017-02-19,7.9,900,,Non,100
1167,Leroy,Sarah,F,1968-01-03,sarah.leroy@datascope.fr,Opérations,Toulouse,CDI,2024-06-13,0.6,929.0,1561,Non,100
2023,Simon,Théo,M,1978-07-08,théo.simon@datascope.fr,R&D,Lyon,Alternance,2020-02-27,4.8,1148.0,1092,Non,100
1592,Durand,Inès,M,1980-12-21,inès.durand@datascope.fr,Informatique,Strasbourg,CDD,2020-11-07,4.1,2343.0,1179,Non,80
1979,Thomas,Hugo,F,1975-06-24,hugo.thomas@datascope.fr,Commercial,Grenoble,CDD,2016-02-13,8.9,2263.0,1845,Non,50
1383,Fournier,Nicolas,F,1967-07-26,nicolas.fournier@datascope.fr,RH,Bordeaux,CDD,2016-08-17,8.4,3422.0,1561,Non,100
3019,Laurent,Hugo,F,1969-07-25,hugo.laurent@datascope.fr,Informatique,Bordeaux,CDI,2023-04-25,1.7,4523.0,2645,Oui,100
1998,Simon,Paul,F,1975-06-03,paul.simon@datascope.fr,R&D,Lyon,CDI,2018-05-02,6.7,2872.0,2630,Non,50
1100,Lefebvre,Alice,F,2010-05-10,alice.lefebvre@datascope.fr,HR,Lille,CDD,2016-01-18,9.0,0,2967,Non,100
1330,Martin,Théo,F,1997-09-02,théo.martin@datascope.fr,Finance,Nantes,CDI,2017-06-08,7.6,3713.0,,Non,50
1483,David,Camille,M,1981-06-08,camille.david@datascope.fr,R&D,Paris,CDD,2017-06-23,7.5,2219.0,2122,Non,100
2962,Dubois,Paul,M,1995-09-21,paul.dubois@datascope.fr,R&D,Grenoble,CDD,2020-07-01,4.5,2986.0,3378,Non,100
2336,Fournier,Romain,F,1989-01-21,romain.fournier@datascope.fr,Opérations,Paris,Interim,2017-03-30,7.8,2556.0,2967,Non,50
2123,Martin,Emma,F,1968-02-12,emma.martin@datascope.fr,Direction,Lille,CDI,2017-04-06,7.7,2330.0,2525,Non,100
2935,Thomas,Sophie,F,1988-02-14,sophie.thomas@datascope.fr,Informatique,Strasbourg,CDI,2022-07-06,2.5,2314.0,3004,Non,100
2467,Leroy,Louis,F,1974-08-06,louis.leroy@datascope.fr,Marketing,Nantes,CDD,2019-03-17,5.8,2596.0,2067,Oui,100
2896,Durand,Inès,M,1987-01-07,inès.durand@datascope.fr,Finance,Bordeaux,CDD,2018-09-05,6.3,1598.0,1401,Oui,100
1926,Simon,Emma,F,1977-01-18,emma.simon@datascope.fr,Finance,Toulouse,CDI,2019-03-06,5.8,3428.0,1413,Non,100
2082,Laurent,Chloé,F,1985-10-19,chloé.laurent@datascope.fr,Marketing,Paris,Interim,2024-08-15,0.4,2490.0,1136,Non,80
2789,Lefebvre,Lucas,F,1977-04-11,lucas.lefebvre@datascope.fr,Logistique,Bordeaux,CDI,2015-02-10,9.9,3038.0,1641,Non,100
2823,Bertrand,Emma,M,1966-04-30,emma.bertrand@datascope.fr,Logistique,Nice,Stage,2021-01-04,4.0,900,2515,Non,100
2188,Garcia,Nicolas,F,1990-02-06,nicolas.garcia@datascope.fr,R&D,Lyon,CDI,2020-02-28,4.8,1417.0,2525,Oui,80
1741,Simon,Louis,F,1979-09-16,louis.simon@datascope.fr,Logistique,Grenoble,CDI,2017-02-03,7.9,3686.0,,Non,80
1362,Petit,Théo,M,1986-08-30,théo.petit@datascope.fr,Logistique,Marseille,CDD,2016-06-12,8.6,2645.0,1641,Oui,80
2898,Simon,Antoine,M,1969-09-10,antoine.simon@datascope.fr,RH,Strasbourg,CDI,2023-10-30,1.2,2410.0,,Oui,100
2395,Moreau,Sarah,F,1965-11-16,sarah.moreau@datascope.fr,Informatique,Nantes,Interim,2024-03-06,0.8,2094.0,,Oui,80
1227,Leroy,Nicolas,NB,1998-07-02,nicolas.leroy@datascope.fr,R&D,Lille,Stage,2017-12-07,7.1,900,2525,Non,50
2468,Dubois,Sarah,M,1997-08-24,sarah.dubois@datascope.fr,Informatique,Bordeaux,CDI,2017-08-19,7.4,3801.0,,Non,100
2713,Fournier,Chloé,M,1969-04-16,chloé.fournier@datascope.fr,Opérations,Nantes,Stage,2019-04-23,5.7,900,,Oui,80
2664,Simon,Inès,M,1989-10-02,inès.simon@datascope.fr,Juridique,Marseille,CDI,2018-07-02,6.5,3062.0,,Non,50
1623,Martin,Sarah,M,1990-10-21,sarah.martin@datascope.fr,Informatique,Paris,CDI,2016-01-20,8.9,2321.0,1790,Non,100
1888,Richard,Romain,F,1972-04-05,romain.richard@datascope.fr,Commercial,Strasbourg,Stage,2019-09-08,5.3,900,2967,Non,80
2737,Vincent,Emma,M,1996-01-05,emma.vincent@datascope.fr,Marketing,Nantes,CDD,2020-07-08,4.5,2182.0,2122,Non,50
2446,Moreau,Hugo,M,1994-01-27,hugo.moreau@datascope.fr,Commercial,Paris,CDD,2018-07-02,6.5,1299.0,2607,Non,100
1575,Bertrand,Louis,M,1996-11-22,louis.bertrand@datascope.fr,Marketing,Paris,CDI,2023-02-11,1.9,3549.0,,Non,50
2256,Laurent,Louis,F,2000-09-28,louis.laurent@datascope.fr,Direction,Bordeaux,Alternance,2015-01-30,9.9,1271.0,1957,Oui,80
1717,Vincent,Antoine,F,1990-08-16,antoine.vincent@datascope.fr,RH,Strasbourg,CDI,2015-04-23,9.7,3715.0,1307,Non,100
2238,David,Nicolas,M,1983-04-23,nicolas.david@datascope.fr,R&D,Toulouse,Alternance,2022-04-24,2.7,1470.0,1519,Non,100
2974,David,Sarah,F,1972-03-12,sarah.david@datascope.fr,Direction,Paris,CDI,2016-01-09,9.0,1929.0,,Oui,100
2022,Roux,Camille,M,1987-02-18,camille.roux@datascope.fr,R&D,Bordeaux,CDI,2023-08-31,1.3,,,Oui,100
2570,Petit,Léa,M,1998-06-25,léa.petit@datascope.fr,Commercial,Lyon,CDI,2016-06-11,8.6,1587.0,2515,Non,80
2904,Lefebvre,Sarah,M,1992-09-02,sarah.lefebvre@datascope.fr,Informatique,Bordeaux,CDD,2019-04-22,5.7,2309.0,,Non,100
2121,Richard,Camille,M,1997-12-03,camille.richard@datascope.fr,Direction,Bordeaux,CDI,2024-03-29,0.8,3202.0,1136,Non,100
2880,Vincent,Antoine,M,1965-09-16,antoine.vincent@datascope.fr,Marketing,Marseille,CDI,2018-11-14,6.1,3940.0,2619,Non,80
3135,Moreau,Emma,F,1983-12-23,emma.moreau@datascope.fr,Juridique,Toulouse,CDI,2022-11-09,2.1,1899.0,1136,Non,100
1367,Martin,Hugo,M,1978-04-09,hugo.martin@datascope.fr,Direction,Grenoble,Stage,2017-09-06,7.3,900,1519,Oui,50
1076,Robert,Thomas,F,1997-04-09,thomas.robert@datascope.fr,Opérations,Lyon,Stage,2018-04-13,6.7,900,,Non,100
2480,Dubois,Camille,M,1978-06-22,camille.dubois@datascope.fr,R&D,Nantes,CDI,2016-01-12,9.0,1979.0,1875,Oui,100
2181,Robert,Romain,M,1987-05-08,romain.robert@datascope.fr,Finance,Grenoble,Alternance,2019-02-08,5.9,900,1179,Oui,50
1270,Dubois,Romain,M,1996-01-07,romain.dubois@datascope.fr,R&D,Toulouse,CDI,2020-06-28,4.5,3653.0,3028,Non,50
1632,Moreau,Léa,M,1992-06-19,léa.moreau@datascope.fr,RH,Marseille,Stage,2021-10-29,3.2,,,Non,100
1992,Thomas,Thomas,F,1982-04-15,thomas.thomas@datascope.fr,Opérations,Paris,CDI,2016-07-05,8.5,3263.0,1880,Non,100
2809,Dubois,Sarah,F,1998-01-08,sarah.dubois@datascope.fr,Finance,Paris,CDD,2021-09-12,3.3,3066.0,2967,Non,100
3311,Fournier,Romain,F,1982-08-15,romain.fournier@datascope.fr,Opérations,Strasbourg,Alternance,2018-07-06,6.5,1461.0,,Non,100
2552,Garcia,Léa,F,1971-12-10,léa.garcia@datascope.fr,Juridique,Nantes,CDI,2016-01-22,8.9,2775.0,,Non,100
1418,Bertrand,Sarah,F,1992-04-26,sarah.bertrand@datascope.fr,RH,Bordeaux,Alternance,2017-03-29,7.8,1472.0,3284,Non,100
1104,Thomas,Léa,F,1997-12-26,léa.thomas@datascope.fr,R&D,Paris,Stage,2022-01-16,3.0,900,,Non,100
3068,Thomas,Chloé,M,1997-02-28,chloé.thomas@datascope.fr,Informatique,Bordeaux,CDI,2019-12-03,5.1,1435.0,1790,Non,100
2719,Robert,Pierre,M,1981-03-30,pierre.robert@datascope.fr,Juridique,Nice,Alternance,2018-12-04,6.1,1005.0,1247,Non,80
2214,Fournier,Inès,F,1965-10-31,inès.fournier@datascope.fr,Logistique,Strasbourg,CDI,2018-06-02,6.6,1954.0,3004,Non,80
2530,Lefebvre,Inès,M,1975-09-07,inès.lefebvre@datascope.fr,Juridique,Lille,CDI,2017-11-20,7.1,2973.0,1195,Non,50
1472,Garcia,Marie,M,1975-06-02,marie.garcia@datascope.fr,R&D,Marseille,Alternance,2016-02-16,8.9,1262.0,1845,Non,80
2326,Thomas,Paul,F,1999-06-24,paul.thomas@datascope.fr,Commercial,Grenoble,CDI,2020-08-27,4.3,3642.0,3378,Non,100
2680,Lefebvre,Léa,F,1981-04-23,léa.lefebvre@datascope.fr,Juridique,Paris,Stage,2022-06-13,2.6,900,1179,Non,100
1883,Vincent,Antoine,M,1976-11-15,antoine.vincent@datascope.fr,Marketing,Toulouse,Alternance,2018-05-14,6.6,1518.0,3004,Non,100
2578,Leroy,Marie,NB,1973-04-01,marie.leroy@datascope.fr,R&D,Paris,Interim,2022-03-12,2.8,2047.0,,Non,100
3320,Leroy,Thomas,M,1990-01-07,thomas.leroy@datascope.fr,Finance,Strasbourg,CDI,2021-11-08,3.1,2913.0,1307,Non,100
2553,Lefebvre,Théo,M,1966-04-24,théo.lefebvre@datascope.fr,Informatique,Nantes,CDI,2018-01-30,6.9,1603.0,,Oui,100
2186,Garcia,Pierre,F,1999-11-21,pierre.garcia@datascope.fr,Commercial,Grenoble,CDI,2019-06-06,5.6,4499.0,,Non,100
1457,Thomas,Paul,NB,1981-11-19,paul.thomas@datascope.fr,Opérations,Nantes,CDI,2019-01-22,5.9,2212.0,1569,Non,100
1938,Fournier,Paul,M,1999-08-16,paul.fournier@datascope.fr,Commercial,Lille,CDD,2023-12-25,1.0,1542.0,1948,Non,50
