employee_id,genre,email,departement,ville,contrat,date_embauche,anciennete_annees,salaire_mensuel_brut,temps_partiel,taux_activite,age,tranche_age
1500,M,chloé.thomas@datascope.fr,Direction,Nantes,Alternance,2021-02-17,3.9,1099.0,Oui,80,37,35-44 ans
3267,F,alice.fournier@datascope.fr,Informatique,Strasbourg,CDD,2018-12-28,6.0,2947.0,Oui,50,37,35-44 ans
2291,F,lucas.garcia@datascope.fr,Commercial,Grenoble,CDI,2023-01-24,1.9,2336.0,Non,100,35,35-44 ans
2110,F,sarah.vincent@datascope.fr,Direction,Nice,Alternance,2021-03-19,3.8,1111.0,Non,100,39,35-44 ans
2730,M,camille.bernard@datascope.fr,R&D,Paris,CDI,2017-11-29,7.1,2757.0,Oui,80,29,25-34 ans
1497,M,chloé.leroy@datascope.fr,Direction,Marseille,Alternance,2024-10-17,0.2,928.0,Non,100,38,35-44 ans
1869,F,inès.laurent@datascope.fr,RH,Lyon,CDI,2015-09-03,9.3,3286.0,Oui,80,47,45-54 ans
2162,F,marie.richard@datascope.fr,R&D,Marseille,Stage,2021-12-15,3.0,900.0,Non,100,29,25-34 ans
1521,F,théo.fournier@datascope.fr,Finance,Nantes,CDI,2017-09-23,7.3,2477.0,Non,100,47,45-54 ans
1264,F,romain.bernard@datascope.fr,Informatique,Lyon,CDI,2015-03-28,9.8,2841.0,Non,100,46,45-54 ans
1071,F,sarah.durand@datascope.fr,Logistique,Marseille,Alternance,2021-03-23,3.8,1148.0,Non,100,58,55 ans et plus
3069,F,julie.leroy@datascope.fr,Direction,Marseille,CDD,2018-11-08,6.1,3111.0,Oui,50,26,25-34 ans
2179,M,camille.fournier@datascope.fr,Logistique,Nice,CDI,2021-10-26,3.2,2921.0,Non,100,48,45-54 ans
1853,M,marie.bernard@datascope.fr,R&D,Toulouse,Stage,2015-11-01,9.2,900.0,Non,100,33,25-34 ans
2270,M,pierre.petit@datascope.fr,Finance,Marseille,CDD,2017-10-07,7.2,2574.0,Non,100,27,25-34 ans
1551,F,léa.leroy@datascope.fr,Commercial,Bordeaux,CDI,2018-02-28,6.8,2146.0,Oui,80,57,55 ans et plus
2698,M,sarah.garcia@datascope.fr,Finance,Nice,CDD,2018-10-05,6.2,1950.0,Non,100,37,35-44 ans
2669,F,sophie.robert@datascope.fr,Opérations,Lyon,CDI,2019-01-09,6.0,3253.0,Oui,50,52,45-54 ans
3261,M,louis.robert@datascope.fr,Finance,Marseille,CDI,2021-01-10,4.0,3253.0,Non,100,36,35-44 ans
2041,M,sarah.moreau@datascope.fr,Juridique,Lyon,CDD,2020-11-18,4.1,2604.0,Oui,50,50,45-54 ans
2682,F,louis.michel@datascope.fr,Direction,Paris,CDI,2018-01-11,7.0,3040.0,Non,100,56,55 ans et plus
1822,M,léa.thomas@datascope.fr,Finance,Lyon,CDI,2020-01-31,4.9,2644.0,Non,100,25,25-34 ans
1962,M,chloé.bernard@datascope.fr,Logistique,Bordeaux,CDD,2021-06-29,3.5,2756.0,Non,100,29,25-34 ans
2825,NB,marie.david@datascope.fr,Juridique,Nice,CDI,2018-08-11,6.4,3614.0,Non,100,49,45-54 ans
3360,F,paul.moreau@datascope.fr,Juridique,Marseille,CDD,2020-04-01,4.8,1192.0,Non,100,46,45-54 ans
1433,M,alice.fournier@datascope.fr,Juridique,Strasbourg,CDI,2023-03-31,1.8,2199.0,Oui,50,35,35-44 ans
1520,F,marie.leroy@datascope.fr,Logistique,Lyon,CDI,2017-06-12,7.6,1959.0,Oui,80,48,45-54 ans
1297,F,sophie.lefebvre@datascope.fr,R&D,Toulouse,CDD,2022-01-01,3.0,1770.0,Oui,50,25,25-34 ans
2884,M,julie.thomas@datascope.fr,R&D,Nice,CDI,2016-03-12,8.8,2028.0,Non,100,37,35-44 ans
2706,F,sarah.bertrand@datascope.fr,R&D,Nice,CDI,2015-05-04,9.7,2989.0,Non,100,28,25-34 ans
2048,M,romain.thomas@datascope.fr,Juridique,Lille,CDI,2020-06-17,4.5,2620.0,Non,100,31,25-34 ans
2357,M,thomas.petit@datascope.fr,Opérations,Nantes,CDI,2023-02-02,1.9,1933.0,Non,100,49,45-54 ans
2290,M,hugo.moreau@datascope.fr,Informatique,Toulouse,Interim,2015-01-19,9.9,1973.0,Oui,80,58,55 ans et plus
2211,F,léa.laurent@datascope.fr,R&D,Nice,CDI,2021-02-04,3.9,2546.0,Non,100,10,Moins de 25 ans
2099,F,pierre.robert@datascope.fr,Commercial,Lyon,CDD,2016-11-19,8.1,2336.0,Non,100,53,45-54 ans
3027,M,sophie.durand@datascope.fr,Logistique,Strasbourg,CDD,2023-06-20,1.5,3090.0,Oui,50,36,35-44 ans
1968,M,camille.moreau@datascope.fr,Direction,Nice,Interim,2016-12-13,8.0,2155.0,Oui,50,40,35-44 ans
1526,M,sarah.richard@datascope.fr,Marketing,Nice,CDI,2023-05-28,1.6,2672.0,Oui,50,28,25-34 ans
3201,M,sarah.lefebvre@datascope.fr,Juridique,Bordeaux,CDI,2019-07-26,5.4,2817.0,Non,100,57,55 ans et plus
1727,M,thomas.richard@datascope.fr,Commercial,Marseille,Stage,2017-02-19,7.9,900.0,Non,100,51,45-54 ans
1167,F,sarah.leroy@datascope.fr,Opérations,Toulouse,CDI,2024-06-13,0.6,929.0,Non,100,56,55 ans et plus
2023,M,théo.simon@datascope.fr,R&D,Lyon,Alternance,2020-02-27,4.8,1148.0,Non,100,46,45-54 ans
1592,M,inès.durand@datascope.fr,Informatique,Strasbourg,CDD,2020-11-07,4.1,2343.0,Oui,80,44,35-44 ans
1979,F,hugo.thomas@datascope.fr,Commercial,Grenoble,CDD,2016-02-13,8.9,2263.0,Oui,50,49,45-54 ans
1383,F,nicolas.fournier@datascope.fr,RH,Bordeaux,CDD,2016-08-17,8.4,3422.0,Non,100,57,55 ans et plus
3019,F,hugo.laurent@datascope.fr,Informatique,Bordeaux,CDI,2023-04-25,1.7,4523.0,Non,100,55,55 ans et plus
1998,F,paul.simon@datascope.fr,R&D,Lyon,CDI,2018-05-02,6.7,2872.0,Oui,50,49,45-54 ans
1100,F,alice.lefebvre@datascope.fr,HR,Lille,CDD,2016-01-18,9.0,0.0,Non,100,14,Moins de 25 ans
1330,F,théo.martin@datascope.fr,Finance,Nantes,CDI,2017-06-08,7.6,3713.0,Oui,50,27,25-34 ans
1483,M,camille.david@datascope.fr,R&D,Paris,CDD,2017-06-23,7.5,2219.0,Non,100,43,35-44 ans
2962,M,paul.dubois@datascope.fr,R&D,Grenoble,CDD,2020-07-01,4.5,2986.0,Non,100,29,25-34 ans
2336,F,romain.fournier@datascope.fr,Opérations,Paris,Interim,2017-03-30,7.8,2556.0,Oui,50,35,35-44 ans
2123,F,emma.martin@datascope.fr,Direction,Lille,CDI,2017-04-06,7.7,2330.0,Non,100,56,55 ans et plus
2935,F,sophie.thomas@datascope.fr,Informatique,Strasbourg,CDI,2022-07-06,2.5,2314.0,Non,100,36,35-44 ans
2467,F,louis.leroy@datascope.fr,Marketing,Nantes,CDD,2019-03-17,5.8,2596.0,Non,100,50,45-54 ans
2896,M,inès.durand@datascope.fr,Finance,Bordeaux,CDD,2018-09-05,6.3,1598.0,Non,100,37,35-44 ans
1926,F,emma.simon@datascope.fr,Finance,Toulouse,CDI,2019-03-06,5.8,3428.0,Non,100,47,45-54 ans
2082,F,chloé.laurent@datascope.fr,Marketing,Paris,Interim,2024-08-15,0.4,2490.0,Oui,80,39,35-44 ans
2789,F,lucas.lefebvre@datascope.fr,Logistique,Bordeaux,CDI,2015-02-10,9.9,3038.0,Non,100,47,45-54 ans
2823,M,emma.bertrand@datascope.fr,Logistique,Nice,Stage,2021-01-04,4.0,900.0,Non,100,58,55 ans et plus
2188,F,nicolas.garcia@datascope.fr,R&D,Lyon,CDI,2020-02-28,4.8,1417.0,Oui,80,34,25-34 ans
1741,F,louis.simon@datascope.fr,Logistique,Grenoble,CDI,2017-02-03,7.9,3686.0,Oui,80,45,45-54 ans
1362,M,théo.petit@datascope.fr,Logistique,Marseille,CDD,2016-06-12,8.6,2645.0,Oui,80,38,35-44 ans
2898,M,antoine.simon@datascope.fr,RH,Strasbourg,CDI,2023-10-30,1.2,2410.0,Non,100,55,55 ans et plus
2395,F,sarah.moreau@datascope.fr,Informatique,Nantes,Interim,2024-03-06,0.8,2094.0,Oui,80,59,55 ans et plus
1227,NB,nicolas.leroy@datascope.fr,R&D,Lille,Stage,2017-12-07,7.1,900.0,Oui,50,26,25-34 ans
2468,M,sarah.dubois@datascope.fr,Informatique,Bordeaux,CDI,2017-08-19,7.4,3801.0,Non,100,27,25-34 ans
2713,M,chloé.fournier@datascope.fr,Opérations,Nantes,Stage,2019-04-23,5.7,900.0,Oui,80,55,55 ans et plus
2664,M,inès.simon@datascope.fr,Juridique,Marseille,CDI,2018-07-02,6.5,3062.0,Oui,50,35,35-44 ans
1623,M,sarah.martin@datascope.fr,Informatique,Paris,CDI,2016-01-20,8.9,2321.0,Non,100,34,25-34 ans
1888,F,romain.richard@datascope.fr,Commercial,Strasbourg,Stage,2019-09-08,5.3,900.0,Oui,80,52,45-54 ans
2737,M,emma.vincent@datascope.fr,Marketing,Nantes,CDD,2020-07-08,4.5,2182.0,Oui,50,28,25-34 ans
2446,M,hugo.moreau@datascope.fr,Commercial,Paris,CDD,2018-07-02,6.5,1299.0,Non,100,30,25-34 ans
1575,M,louis.bertrand@datascope.fr,Marketing,Paris,CDI,2023-02-11,1.9,3549.0,Oui,50,28,25-34 ans
2256,F,louis.laurent@datascope.fr,Direction,Bordeaux,Alternance,2015-01-30,9.9,1271.0,Oui,80,24,Moins de 25 ans
1717,F,antoine.vincent@datascope.fr,RH,Strasbourg,CDI,2015-04-23,9.7,3715.0,Non,100,34,25-34 ans
2238,M,nicolas.david@datascope.fr,R&D,Toulouse,Alternance,2022-04-24,2.7,1470.0,Non,100,41,35-44 ans
2974,F,sarah.david@datascope.fr,Direction,Paris,CDI,2016-01-09,9.0,1929.0,Non,100,52,45-54 ans
2022,M,camille.roux@datascope.fr,R&D,Bordeaux,CDI,2023-08-31,1.3,3085.0,Non,100,37,35-44 ans
2570,M,léa.petit@datascope.fr,Commercial,Lyon,CDI,2016-06-11,8.6,1587.0,Oui,80,26,25-34 ans
2904,M,sarah.lefebvre@datascope.fr,Informatique,Bordeaux,CDD,2019-04-22,5.7,2309.0,Non,100,32,25-34 ans
2121,M,camille.richard@datascope.fr,Direction,Bordeaux,CDI,2024-03-29,0.8,3202.0,Non,100,27,25-34 ans
2880,M,antoine.vincent@datascope.fr,Marketing,Marseille,CDI,2018-11-14,6.1,3940.0,Oui,80,59,55 ans et plus
3135,F,emma.moreau@datascope.fr,Juridique,Toulouse,CDI,2022-11-09,2.1,1899.0,Non,100,41,35-44 ans
1367,M,hugo.martin@datascope.fr,Direction,Grenoble,Stage,2017-09-06,7.3,900.0,Oui,50,46,45-54 ans
1076,F,thomas.robert@datascope.fr,Opérations,Lyon,Stage,2018-04-13,6.7,900.0,Non,100,27,25-34 ans
2480,M,camille.dubois@datascope.fr,R&D,Nantes,CDI,2016-01-12,9.0,1979.0,Non,100,46,45-54 ans
2181,M,romain.robert@datascope.fr,Finance,Grenoble,Alternance,2019-02-08,5.9,900.0,Oui,50,37,35-44 ans
1270,M,romain.dubois@datascope.fr,R&D,Toulouse,CDI,2020-06-28,4.5,3653.0,Oui,50,28,25-34 ans
1632,M,léa.moreau@datascope.fr,RH,Marseille,Stage,2021-10-29,3.2,,Non,100,32,25-34 ans
1992,F,thomas.thomas@datascope.fr,Opérations,Paris,CDI,2016-07-05,8.5,3263.0,Non,100,42,35-44 ans
2809,F,sarah.dubois@datascope.fr,Finance,Paris,CDD,2021-09-12,3.3,3066.0,Non,100,26,25-34 ans
3311,F,romain.fournier@datascope.fr,Opérations,Strasbourg,Alternance,2018-07-06,6.5,1461.0,Non,100,42,35-44 ans
2552,F,léa.garcia@datascope.fr,Juridique,Nantes,CDI,2016-01-22,8.9,2775.0,Non,100,53,45-54 ans
1418,F,sarah.bertrand@datascope.fr,RH,Bordeaux,Alternance,2017-03-29,7.8,1472.0,Non,100,32,25-34 ans
1104,F,léa.thomas@datascope.fr,R&D,Paris,Stage,2022-01-16,3.0,900.0,Non,100,27,25-34 ans
3068,M,chloé.thomas@datascope.fr,Informatique,Bordeaux,CDI,2019-12-03,5.1,1435.0,Non,100,27,25-34 ans
2719,M,pierre.robert@datascope.fr,Juridique,Nice,Alternance,2018-12-04,6.1,1005.0,Oui,80,43,35-44 ans
2214,F,inès.fournier@datascope.fr,Logistique,Strasbourg,CDI,2018-06-02,6.6,1954.0,Oui,80,59,55 ans et plus
2530,M,inès.lefebvre@datascope.fr,Juridique,Lille,CDI,2017-11-20,7.1,2973.0,Oui,50,49,45-54 ans
1472,M,marie.garcia@datascope.fr,R&D,Marseille,Alternance,2016-02-16,8.9,1262.0,Oui,80,49,45-54 ans
2326,F,paul.thomas@datascope.fr,Commercial,Grenoble,CDI,2020-08-27,4.3,3642.0,Non,100,25,25-34 ans
2680,F,léa.lefebvre@datascope.fr,Juridique,Paris,Stage,2022-06-13,2.6,900.0,Non,100,43,35-44 ans
1883,M,antoine.vincent@datascope.fr,Marketing,Toulouse,Alternance,2018-05-14,6.6,1518.0,Non,100,48,45-54 ans
2578,NB,marie.leroy@datascope.fr,R&D,Paris,Interim,2022-03-12,2.8,2047.0,Non,100,51,45-54 ans
3320,M,thomas.leroy@datascope.fr,Finance,Strasbourg,CDI,2021-11-08,3.1,2913.0,Non,100,34,25-34 ans
2553,M,théo.lefebvre@datascope.fr,Informatique,Nantes,CDI,2018-01-30,6.9,1603.0,Non,100,58,55 ans et plus
2186,F,pierre.garcia@datascope.fr,Commercial,Grenoble,CDI,2019-06-06,5.6,4499.0,Non,100,25,25-34 ans
1457,NB,paul.thomas@datascope.fr,Opérations,Nantes,CDI,2019-01-22,5.9,2212.0,Non,100,43,35-44 ans
1938,M,paul.fournier@datascope.fr,Commercial,Lille,CDD,2023-12-25,1.0,1542.0,Oui,50,25,25-34 ans
3307,F,thomas.laurent@datascope.fr,Direction,Lyon,Interim,2023-08-21,1.4,2348.0,Non,100,32,25-34 ans
1359,M,sophie.petit@datascope.fr,Marketing,Nantes,Interim,2019-03-19,5.8,2927.0,Non,100,47,45-54 ans
2180,F,antoine.vincent@datascope.fr,RH,Nantes,CDI,2020-07-11,4.5,2647.0,Non,100,39,35-44 ans
2257,F,louis.fournier@datascope.fr,Informatique,Lyon,CDI,2015-06-03,9.6,2091.0,Non,100,24,Moins de 25 ans
2695,M,alice.bertrand@datascope.fr,Informatique,Marseille,CDI,2021-04-06,3.7,3540.0,Non,100,24,Moins de 25 ans
1387,F,alice.simon@datascope.fr,R&D,Strasbourg,CDI,2015-08-25,9.4,3920.0,Non,100,38,35-44 ans
1196,F,pierre.laurentdatascope.fr,Logistics,Strasbourg,CDI,2022-09-28,-0.4,0.0,Non,100,11,Moins de 25 ans
1554,F,hugo.richard@datascope.fr,Logistique,Marseille,CDI,2022-11-25,2.1,2957.0,Non,100,49,45-54 ans
3075,M,antoine.thomas@datascope.fr,Direction,Paris,CDI,2016-10-13,8.2,1956.0,Non,100,27,25-34 ans
3229,F,louis.vincent@datascope.fr,Finance,Toulouse,CDI,2015-11-16,9.1,3346.0,Non,100,30,25-34 ans
1874,M,sarah.robert@datascope.fr,Commercial,Bordeaux,CDI,2015-07-16,9.5,3319.0,Non,100,56,55 ans et plus
1620,M,léa.thomas@datascope.fr,R&D,Nice,CDI,2018-02-04,6.9,2089.0,Non,100,37,35-44 ans
1207,M,alice.garcia@datascope.fr,Commercial,Nice,CDD,2015-05-08,9.7,2078.0,Oui,80,52,45-54 ans
2564,M,inès.martin@datascope.fr,RH,Marseille,CDI,2024-02-06,0.9,3811.0,Non,100,27,25-34 ans
2899,M,alice.durand@datascope.fr,Finance,Strasbourg,CDI,2024-03-14,0.8,2828.0,Non,100,42,35-44 ans
1253,F,louis.richard@datascope.fr,Opérations,Strasbourg,CDI,2021-02-24,3.8,1060.0,Oui,80,47,45-54 ans
3195,M,léa.david@datascope.fr,Finance,Toulouse,CDD,2015-11-23,9.1,2222.0,Non,100,24,Moins de 25 ans
1820,M,alice.simon@datascope.fr,Opérations,Grenoble,Interim,2019-09-16,5.3,2696.0,Non,100,29,25-34 ans
1310,F,alice.bernard@datascope.fr,Opérations,Strasbourg,CDD,2019-10-18,5.2,3282.0,Oui,80,48,45-54 ans
2347,F,nicolas.simon@datascope.fr,Informatique,Lyon,CDI,2019-01-17,6.0,2498.0,Non,100,31,25-34 ans
2959,NB,antoine.garcia@datascope.fr,RH,Toulouse,CDI,2020-07-20,4.4,2444.0,Non,100,50,45-54 ans
1453,F,pierre.durand@datascope.fr,Opérations,Lyon,CDI,2020-05-10,4.6,1192.0,Oui,50,40,35-44 ans
3046,F,paul.petit@datascope.fr,RH,Toulouse,Interim,2018-02-27,6.8,2078.0,Non,100,28,25-34 ans
3114,F,thomas.simon@datascope.fr,Juridique,Lyon,CDI,2019-07-28,5.4,2047.0,Non,100,48,45-54 ans
2496,F,sarah.simon@datascope.fr,RH,Lyon,CDD,2015-03-06,9.8,2334.0,Non,100,38,35-44 ans
1034,M,romain.robert@datascope.fr,RH,Nantes,CDI,2021-07-08,3.5,2966.0,Oui,80,58,55 ans et plus
1821,M,chloé.roux@datascope.fr,Marketing,Lyon,Alternance,2022-01-27,2.9,1327.0,Oui,80,24,Moins de 25 ans
2246,F,paul.leroy@datascope.fr,Marketing,Strasbourg,CDD,2017-03-29,7.8,1154.0,Non,100,37,35-44 ans
2842,F,alice.moreau@datascope.fr,Juridique,Lille,CDI,2018-09-02,6.3,3088.0,Oui,50,36,35-44 ans
1319,M,marie.dubois@datascope.fr,Logistique,Lyon,Interim,2017-10-14,7.2,1630.0,Non,100,39,35-44 ans
1519,F,inès.garciadatascope.fr,Operations,Toulouse,Interim,2024-12-21,-2.4,0.0,Non,100,9,Moins de 25 ans
1174,F,chloé.michel@datascope.fr,Direction,Marseille,Alternance,2019-07-30,5.4,900.0,Oui,80,42,35-44 ans
2464,F,antoine.durand@datascope.fr,Direction,Toulouse,CDI,2022-02-11,2.9,2353.0,Non,100,39,35-44 ans
1517,F,alice.david@datascope.fr,Juridique,Marseille,Alternance,2020-09-17,4.3,993.0,Non,100,26,25-34 ans
1156,M,romain.bernard@datascope.fr,RH,Lyon,Interim,2018-11-25,6.1,2266.0,Non,100,27,25-34 ans
1351,F,paul.bernard@datascope.fr,Informatique,Bordeaux,Stage,2020-02-26,4.8,900.0,Non,100,38,35-44 ans
2301,M,léa.bernard@datascope.fr,Juridique,Bordeaux,CDI,2019-06-04,5.6,2770.0,Non,100,36,35-44 ans
1762,F,romain.martin@datascope.fr,Informatique,Grenoble,CDI,2022-07-31,2.4,3477.0,Non,100,32,25-34 ans
1563,F,alice.thomas@datascope.fr,Informatique,Marseille,CDD,2017-10-28,7.2,2450.0,Non,100,42,35-44 ans
1413,F,hugo.petitdatascope.fr,Logistics,Strasbourg,CDI,2024-10-18,0.2,0.0,Oui,80,14,Moins de 25 ans
2819,F,lucas.durand@datascope.fr,Logistique,Bordeaux,CDI,2018-07-27,6.4,2234.0,Non,100,31,25-34 ans
1649,M,inès.moreau@datascope.fr,Finance,Nantes,CDI,2017-05-14,7.6,2274.0,Oui,80,40,35-44 ans
1951,M,alice.martin@datascope.fr,Informatique,Nice,CDI,2022-02-11,2.9,2952.0,Non,100,26,25-34 ans
2504,M,pierre.michel@datascope.fr,RH,Lyon,Interim,2018-06-17,6.5,3008.0,Non,100,37,35-44 ans
2907,M,louis.leroy@datascope.fr,Logistique,Grenoble,CDI,2023-02-22,1.9,2623.0,Non,100,58,55 ans et plus
3254,F,léa.thomas@datascope.fr,Commercial,Nice,CDI,2024-09-16,0.3,1784.0,Oui,50,40,35-44 ans
1800,M,antoine.laurent@datascope.fr,Informatique,Grenoble,CDI,2018-02-18,6.9,3373.0,Oui,50,36,35-44 ans
1154,F,louis.fournier@datascope.fr,Finance,Grenoble,CDI,2018-03-15,6.8,2330.0,Oui,80,39,35-44 ans
2385,M,marie.michel@datascope.fr,Commercial,Nantes,CDI,2019-02-15,5.9,3748.0,Non,100,26,25-34 ans
2820,F,paul.david@datascope.fr,Opérations,Toulouse,CDD,2021-06-25,3.5,2039.0,Non,100,49,45-54 ans
2066,NB,paul.fournier@datascope.fr,Opérations,Paris,CDI,2022-10-04,2.2,3229.0,Oui,80,32,25-34 ans
1702,F,théo.roux@datascope.fr,RH,Bordeaux,CDI,2019-06-07,5.6,2877.0,Oui,50,42,35-44 ans
2481,M,lucas.moreau@datascope.fr,Marketing,Bordeaux,CDI,2016-12-11,8.1,3693.0,Non,100,36,35-44 ans
1665,M,pierre.roux@datascope.fr,Finance,Nice,CDD,2018-03-28,6.8,3212.0,Non,100,25,25-34 ans
3337,F,inès.bernard@datascope.fr,Juridique,Lyon,CDI,2019-02-09,5.9,2968.0,Non,100,35,35-44 ans
1525,M,sophie.petit@datascope.fr,Opérations,Bordeaux,CDI,2021-04-13,3.7,3826.0,Non,100,53,45-54 ans
1922,F,marie.bernard@datascope.fr,Informatique,Marseille,CDI,2022-11-16,2.1,2406.0,Non,100,32,25-34 ans
1579,M,paul.dubois@datascope.fr,Informatique,Paris,CDD,2019-05-19,5.6,1388.0,Non,100,53,45-54 ans
2102,F,léa.fournier@datascope.fr,Juridique,Toulouse,CDD,2023-11-28,1.1,2258.0,Non,100,43,35-44 ans
2767,F,antoine.michel@datascope.fr,Juridique,Nice,Stage,2019-07-07,5.5,900.0,Non,100,25,25-34 ans
2961,NB,pierre.richard@datascope.fr,Juridique,Lyon,CDI,2021-12-13,3.0,2461.0,Non,100,37,35-44 ans
2671,F,antoine.leroy@datascope.fr,Informatique,Bordeaux,Stage,2020-08-05,4.4,900.0,Non,100,51,45-54 ans
2346,NB,thomas.richard@datascope.fr,Opérations,Strasbourg,CDI,2022-05-29,2.6,1218.0,Non,100,36,35-44 ans
1910,F,paul.bertrand@datascope.fr,R&D,Toulouse,CDI,2020-09-08,4.3,2006.0,Oui,50,45,45-54 ans
3296,F,hugo.dubois@datascope.fr,Finance,Bordeaux,CDI,2019-07-24,5.4,2974.0,Non,100,46,45-54 ans
1993,F,marie.david@datascope.fr,Informatique,Strasbourg,CDI,2017-08-31,7.3,2688.0,Oui,80,46,45-54 ans
2440,M,camille.garcia@datascope.fr,Opérations,Lyon,CDI,2019-06-28,5.5,2503.0,Non,100,40,35-44 ans
2833,M,nicolas.martin@datascope.fr,Finance,Nantes,CDD,2015-12-20,9.0,3303.0,Non,100,52,45-54 ans
3140,F,hugo.leroy@datascope.fr,RH,Paris,CDI,2015-06-18,9.5,2215.0,Non,100,57,55 ans et plus
3183,F,alice.petit@datascope.fr,Logistique,Toulouse,CDI,2020-09-30,4.3,2460.0,Oui,80,40,35-44 ans
1428,F,théo.simon@datascope.fr,R&D,Lille,CDI,2020-12-12,4.1,2697.0,Non,100,31,25-34 ans
1790,M,paul.simondatascope.fr,Legal,Bordeaux,CDI,2017-01-26,-2.5,0.0,Non,100,13,Moins de 25 ans
2177,M,julie.thomas@datascope.fr,Opérations,Nantes,CDI,2018-06-25,6.5,3406.0,Oui,50,33,25-34 ans
1542,M,romain.garcia@datascope.fr,Finance,Nantes,CDI,2016-11-19,8.1,900.0,Non,100,55,55 ans et plus
2373,F,camille.david@datascope.fr,Informatique,Lille,CDI,2019-06-03,5.6,3091.0,Non,100,29,25-34 ans
3214,F,nicolas.fournier@datascope.fr,RH,Lyon,CDI,2023-07-24,1.4,4296.0,Non,100,40,35-44 ans
1781,M,chloé.durand@datascope.fr,Informatique,Lyon,CDI,2023-12-17,1.0,2505.0,Non,100,49,45-54 ans
1455,M,pierre.robert@datascope.fr,Commercial,Nantes,Interim,2020-02-17,4.9,2334.0,Non,100,49,45-54 ans
1834,F,chloé.durand@datascope.fr,Commercial,Bordeaux,CDI,2016-07-02,8.5,3440.0,Non,100,36,35-44 ans
1929,M,léa.fournier@datascope.fr,R&D,Bordeaux,Alternance,2018-08-29,6.3,900.0,Non,100,55,55 ans et plus
3066,M,hugo.simon@datascope.fr,R&D,Lyon,CDI,2021-12-27,3.0,1204.0,Oui,80,52,45-54 ans
2258,F,pierre.richard@datascope.fr,Finance,Bordeaux,CDD,2015-06-29,9.5,2795.0,Non,100,43,35-44 ans
2934,F,emma.thomas@datascope.fr,Commercial,Bordeaux,CDD,2019-08-25,5.4,3181.0,Non,100,52,45-54 ans
1555,F,inès.garcia@datascope.fr,Informatique,Toulouse,CDI,2018-02-18,6.9,2770.0,Non,100,30,25-34 ans
2017,F,romain.moreau@datascope.fr,Direction,Marseille,Interim,2015-01-05,10.0,2738.0,Non,100,58,55 ans et plus
2306,M,camille.roux@datascope.fr,Juridique,Marseille,Alternance,2020-12-12,4.1,1468.0,Non,100,36,35-44 ans
2774,M,chloé.dubois@datascope.fr,Juridique,Toulouse,CDD,2016-09-14,8.3,1496.0,Non,100,58,55 ans et plus
1876,M,antoine.garcia@datascope.fr,Informatique,Toulouse,CDI,2017-03-29,7.8,3347.0,Non,100,39,35-44 ans
1348,F,léa.lefebvre@datascope.fr,Finance,Bordeaux,Stage,2018-09-16,6.3,900.0,Non,100,57,55 ans et plus
1540,NB,nicolas.bertrand@datascope.fr,Opérations,Lille,CDI,2020-08-12,4.4,3311.0,Non,100,43,35-44 ans
1215,M,théo.thomas@datascope.fr,R&D,Lille,Stage,2024-11-19,0.1,900.0,Non,100,41,35-44 ans
3191,F,marie.vincent@datascope.fr,Finance,Nice,CDI,2018-09-08,6.3,2622.0,Non,100,46,45-54 ans
2057,F,hugo.thomas@datascope.fr,Logistique,Grenoble,CDI,2023-12-07,1.1,3385.0,Non,100,28,25-34 ans
2744,F,emma.fournier@datascope.fr,Logistique,Bordeaux,Alternance,2019-08-29,5.3,1367.0,Non,100,27,25-34 ans
1793,M,sarah.michel@datascope.fr,Opérations,Grenoble,CDI,2019-09-25,5.3,2012.0,Non,100,59,55 ans et plus
1168,M,léa.garcia@datascope.fr,Opérations,Marseille,CDI,2023-06-10,1.6,2859.0,Non,100,51,45-54 ans
1728,F,hugo.roux@datascope.fr,R&D,Strasbourg,Interim,2017-03-01,7.8,1848.0,Non,100,51,45-54 ans
1546,M,théo.leroy@datascope.fr,Informatique,Paris,CDI,2022-06-21,2.5,2177.0,Oui,50,59,55 ans et plus
1143,M,antoine.durand@datascope.fr,R&D,Lille,Stage,2017-12-27,7.0,900.0,Non,100,55,55 ans et plus
1414,M,louis.thomas@datascope.fr,Finance,Strasbourg,CDI,2016-08-14,8.4,3630.0,Oui,50,44,35-44 ans
3322,F,marie.garcia@datascope.fr,Direction,Lyon,CDI,2019-09-26,5.3,1450.0,Non,100,57,55 ans et plus
1700,F,louis.roux@datascope.fr,Opérations,Toulouse,CDI,2020-04-09,4.7,2186.0,Non,100,54,45-54 ans
1653,F,inès.bernard@datascope.fr,Juridique,Bordeaux,CDI,2019-05-06,5.7,1952.0,Non,100,34,25-34 ans
2451,F,théo.thomas@datascope.fr,RH,Lille,CDD,2023-05-29,1.6,900.0,Non,100,34,25-34 ans
3325,F,léa.laurent@datascope.fr,R&D,Grenoble,CDI,2016-12-02,8.1,3556.0,Non,100,57,55 ans et plus
1358,M,lucas.thomas@datascope.fr,Direction,Lille,CDI,2017-12-07,7.1,3071.0,Oui,50,34,25-34 ans
1766,NB,hugo.laurent@datascope.fr,Direction,Lyon,CDI,2015-02-10,9.9,2065.0,Oui,80,43,35-44 ans
2621,NB,léa.simon@datascope.fr,Opérations,Bordeaux,Alternance,2022-02-05,2.9,1002.0,Oui,50,41,35-44 ans
